Date,sentiment_mean,n_news
2008-01-02,0.1626452108224233,3
2008-01-03,0.9999986886978149,1
2008-01-07,0.9838523864746094,1
2008-01-09,-0.4923172891139984,2
2008-01-10,0.0,1
2008-01-22,0.0030207782983779907,4
2008-01-29,0.0,1
2008-01-30,0.0,1
2008-02-01,-0.9999924898147583,1
2008-02-05,-0.6666535139083862,3
2008-02-11,-0.7822534739971161,2
2008-02-21,0.0,1
2008-02-22,-0.49959293007850647,2
2008-02-28,0.0,1
2008-02-29,-0.9996320009231567,1
2008-03-05,0.0,1
2008-03-07,-0.4992043077945709,2
2008-03-10,-0.999359667301178,1
2008-03-11,0.0,1
2008-03-18,0.0,1
2008-03-27,-0.999970555305481,1
2008-04-02,0.9708686470985413,1
2008-04-07,0.0,1
2008-04-16,0.4999890923500061,2
2008-04-22,0.0,1
2008-04-23,-0.9999935626983643,1
2008-04-24,-0.9999992847442627,1
2008-04-25,0.0,1
2008-05-05,0.0,1
2008-05-06,0.9887941479682922,1
2008-05-07,0.0,1
2008-05-08,-0.9999539852142334,1
2008-05-12,0.0031219124794006348,3
2008-05-16,-0.9883434772491455,1
2008-05-21,0.9952418804168701,1
2008-05-23,0.0,1
2008-05-27,0.0,1
2008-05-29,-0.9997627139091492,1
2008-06-02,-0.9994508624076843,1
2008-06-04,0.9999998807907104,2
2008-06-05,0.9999986886978149,1
2008-06-09,-0.9874349534511566,2
2008-06-13,0.9941562414169312,1
2008-06-20,-0.9998552799224854,1
2008-06-24,0.4999324679374695,2
2008-07-01,0.0,1
2008-07-02,-0.8649051487445831,2
2008-07-07,0.9987167119979858,1
2008-07-09,0.0,1
2008-07-14,0.0,1
2008-07-23,0.0,1
2008-07-29,0.7259486317634583,1
2008-07-31,0.0,1
2008-08-01,0.9999955892562866,1
2008-08-04,1.0,1
2008-08-08,0.0,1
2008-08-13,-0.8848802447319031,1
2008-08-14,0.0,1
2008-08-19,0.0,2
2008-08-26,0.49967750906944275,2
2008-08-27,0.0,2
2008-08-28,0.0,1
2008-09-03,-0.999996542930603,1
2008-09-09,0.0,1
2008-09-10,0.0,1
2008-09-11,0.0,1
2008-09-15,-0.9996991157531738,1
2008-09-16,-0.9779280722141266,2
2008-09-17,-0.9994660019874573,1
2008-09-19,0.0,1
2008-09-24,0.0,1
2008-09-26,0.0,1
2008-09-29,-0.6652292807896932,3
2008-10-01,0.0,1
2008-10-06,0.0,1
2008-10-07,-0.9160428047180176,1
2008-10-13,-0.9999997615814209,1
2008-10-15,0.0,2
2008-10-17,0.0,2
2008-10-20,0.0,1
2008-10-21,0.0,1
2008-10-23,-0.4999706745147705,2
2008-10-24,-0.4999532103538513,2
2008-10-29,0.0,1
2008-10-30,-0.49111583828926086,2
2008-11-03,0.00042754411697387695,3
2008-11-04,0.0,1
2008-11-05,0.0,1
2008-11-07,0.0,1
2008-11-10,0.0,1
2008-11-11,-0.1579042673110962,2
2008-11-17,-0.9988740682601929,2
2008-11-21,0.0,1
2008-11-24,0.9999973773956299,1
2008-11-26,0.0,1
2008-12-01,0.0,1
2008-12-02,0.0,1
2008-12-03,0.9999977350234985,1
2008-12-04,-0.9999984502792358,1
2008-12-09,-0.9925691485404968,1
2008-12-11,0.49992793798446655,2
2008-12-17,-0.9999419450759888,1
2008-12-18,0.0,1
2008-12-24,0.0,1
2008-12-30,-0.4993486702442169,2
2008-12-31,0.0,1
2009-01-07,-0.9999998807907104,1
2009-01-08,0.9989805817604065,1
2009-01-12,-0.9716194868087769,1
2009-01-20,0.0,1
2009-01-21,-0.49541667103767395,2
2009-01-23,0.0,1
2009-01-28,-0.4873613119125366,2
2009-01-30,0.0,1
2009-02-02,0.0,1
2009-02-09,0.0,1
2009-02-17,-0.9342448711395264,1
2009-02-18,-0.43307435512542725,2
2009-02-23,0.0,1
2009-02-25,0.0,1
2009-03-02,0.0,1
2009-03-03,-0.9985405206680298,1
2009-03-04,-0.999991774559021,1
2009-03-05,0.0,1
2009-03-09,0.0,1
2009-03-13,0.0,1
2009-03-18,0.0,1
2009-03-26,-0.48193079233169556,1
2009-04-06,-7.641315460205078e-05,2
2009-04-13,-0.9698842167854309,1
2009-04-17,0.0,1
2009-04-28,-0.999772846698761,1
2009-04-30,-0.4999464154243469,2
2009-05-07,0.9997145533561707,1
2009-05-11,0.12718155980110168,2
2009-05-29,0.0,1
2009-06-01,0.0,2
2009-06-05,0.0,1
2009-06-11,0.0,2
2009-06-17,0.31360958019892377,3
2009-06-19,0.0,1
2009-06-24,0.0,1
2009-07-01,0.0,2
2009-07-02,0.0,1
2009-07-08,0.0,1
2009-07-09,0.0,1
2009-07-13,0.0,1
2009-07-31,0.0,1
2009-08-05,-0.9995261430740356,1
2009-08-07,0.0,1
2009-08-11,-0.9765698313713074,1
2009-08-13,0.0,1
2009-08-14,0.0,1
2009-08-19,0.0,1
2009-08-31,0.0,1
2009-09-01,0.0,1
2009-09-02,0.0,1
2009-09-08,1.0,1
2009-09-09,0.5028339624404907,1
2009-09-10,0.0,1
2009-09-11,0.49999988079071045,2
2009-09-14,-0.7522615194320679,1
2009-09-16,0.0,1
2009-09-18,-0.5661606192588806,1
2009-09-22,0.49999988079071045,2
2009-09-23,0.6249691247940063,1
2009-09-25,-0.7848722338676453,1
2009-09-28,0.0,2
2009-09-30,0.0,1
2009-10-01,0.0,1
2009-10-06,0.4999999403953552,2
2009-10-07,0.9999984502792358,1
2009-10-08,0.502253532409668,1
2009-10-09,0.0,1
2009-10-12,0.0,1
2009-10-19,0.5491060018539429,1
2009-10-27,0.0,1
2009-10-28,0.0,1
2009-10-30,0.0,1
2009-11-05,-0.4997657537460327,2
2009-11-09,0.0,1
2009-11-12,-0.9999654293060303,1
2009-11-13,0.0,3
2009-11-23,-0.9421745538711548,1
2009-11-24,0.0,1
2009-11-25,0.49999475479125977,2
2009-11-27,0.0,1
2009-12-03,0.0,1
2009-12-07,0.0,1
2009-12-10,0.0,1
2009-12-14,0.9783358573913574,1
2009-12-15,0.0,2
2009-12-16,0.3222312132517497,3
2009-12-21,0.0,1
2009-12-22,0.9999996423721313,1
2009-12-30,0.011563926935195923,2
2010-01-05,0.3333171208699544,3
2010-01-06,-0.9216177463531494,1
2010-01-07,0.0,1
2010-01-11,0.0,1
2010-01-13,-0.49603021144866943,2
2010-01-14,0.0,1
2010-01-20,0.0,1
2010-01-28,0.0,2
2010-02-02,0.0,1
2010-02-04,0.0,1
2010-02-05,-0.999869704246521,1
2010-02-08,0.0,2
2010-02-12,0.0,1
2010-02-18,0.6307870745658875,1
2010-02-23,-0.9999887943267822,1
2010-02-26,0.0,2
2010-03-01,0.0,1
2010-03-02,0.0,1
2010-03-05,0.49093061685562134,2
2010-03-08,0.0,1
2010-03-09,-0.8754422664642334,1
2010-03-10,0.0,1
2010-03-12,0.0,1
2010-03-15,0.7470831274986267,1
2010-03-22,0.0,1
2010-03-24,0.0,1
2010-04-01,-0.4996930956840515,2
2010-04-05,0.48609036207199097,2
2010-04-12,0.0,1
2010-04-14,-0.20484861731529236,4
2010-04-15,0.0,1
2010-04-19,0.4999975562095642,2
2010-04-22,0.0,2
2010-04-23,0.0,1
2010-04-28,7.092952728271484e-06,2
2010-04-30,0.0,1
2010-05-04,0.0,1
2010-05-05,-0.9559894800186157,1
2010-05-06,0.0,1
2010-05-07,0.929876983165741,1
2010-05-11,0.0,1
2010-05-12,-0.32913055022557575,3
2010-05-17,0.0,1
2010-05-18,0.6094609498977661,1
2010-05-20,0.0,1
2010-05-25,0.9710284471511841,1
2010-05-26,0.871651291847229,1
2010-06-01,0.0,3
2010-06-07,0.49979743361473083,2
2010-06-08,0.0,1
2010-06-11,0.9814901053905487,2
2010-06-14,0.0,1
2010-06-15,0.0,2
2010-06-21,0.3332844575246175,3
2010-06-22,0.0,1
2010-06-23,0.0,1
2010-06-28,0.0,2
2010-06-29,0.0,1
2010-06-30,-0.33320297797520954,3
2010-07-06,-0.4842263162136078,2
2010-07-07,0.0,1
2010-07-13,0.20997630059719086,4
2010-07-14,-0.4631896913051605,2
2010-07-20,0.0,1
2010-07-21,0.0,1
2010-07-26,0.0,1
2010-07-30,-0.4999431371688843,2
2010-08-02,0.0,2
2010-08-04,0.33333321412404376,3
2010-08-06,-0.9999874830245972,1
2010-08-09,0.0,1
2010-08-10,0.0,1
2010-08-11,0.0,1
2010-08-17,0.0,1
2010-08-24,0.0,1
2010-08-27,-0.4999949336051941,2
2010-08-30,0.4999843239784241,2
2010-09-03,0.0,3
2010-09-07,-0.873763769865036,2
2010-09-09,0.0,1
2010-09-10,0.0,1
2010-09-13,0.4999997615814209,2
2010-09-14,0.0,1
2010-09-15,0.0,3
2010-09-17,0.0,2
2010-09-20,-0.9999115467071533,1
2010-09-21,0.0,1
2010-09-22,0.0,2
2010-09-24,0.0,4
2010-09-27,0.0,1
2010-09-28,0.0,1
2010-09-29,0.0,1
2010-09-30,-0.14284937722342356,7
2010-10-01,0.6408326625823975,1
2010-10-04,0.0,1
2010-10-08,0.0,1
2010-10-12,0.14268362522125244,2
2010-10-13,0.4997975528240204,2
2010-10-14,0.0,2
2010-10-19,0.0,4
2010-10-20,0.0,1
2010-10-22,0.0,1
2010-10-26,0.0,1
2010-10-29,0.0,1
2010-11-02,0.0,1
2010-11-04,0.0,1
2010-11-05,-0.9999972581863403,1
2010-11-08,0.0,2
2010-11-10,0.0,2
2010-11-11,0.0,1
2010-11-12,0.0,1
2010-11-15,-0.3214130202929179,3
2010-11-18,0.0,2
2010-11-22,0.0,2
2010-11-23,0.0,1
2010-11-24,0.9999631643295288,1
2010-11-26,0.0,1
2010-11-29,0.0,2
2010-11-30,0.0,1
2010-12-02,0.9999984502792358,1
2010-12-03,-0.9947622418403625,1
2010-12-09,1.0,1
2010-12-10,0.07565826177597046,4
2010-12-13,-0.017324298620224,2
2010-12-14,0.9999692440032959,1
2010-12-16,0.0,1
2010-12-17,0.0,1
2010-12-20,0.0,1
2010-12-22,0.0,2
2010-12-23,0.9938687682151794,1
2010-12-30,0.8328560590744019,1
2010-12-31,0.17624200582504274,5
2011-01-03,0.0,2
2011-01-04,0.3333323796590169,3
2011-01-05,0.0,1
2011-01-06,0.49967607855796814,2
2011-01-11,1.0,1
2011-01-12,-0.4998951852321625,2
2011-01-13,0.4999998211860657,2
2011-01-14,0.999997615814209,1
2011-01-18,0.7797426581382751,1
2011-01-19,0.0,1
2011-01-20,0.0,2
2011-01-21,-0.49983638525009155,2
2011-01-24,0.9575200080871582,1
2011-01-26,0.0,1
2011-01-28,-0.28599204619725543,3
2011-01-31,0.0,1
2011-02-01,0.25,4
2011-02-02,0.0,1
2011-02-03,0.999998152256012,2
2011-02-04,0.0,2
2011-02-09,0.0,1
2011-02-14,0.0,3
2011-02-15,0.33329856395721436,3
2011-02-16,-0.9968587160110474,1
2011-02-18,-0.4125567376613617,2
2011-02-23,0.9999974966049194,1
2011-02-24,0.0,1
2011-02-28,-0.31811100244522095,3
2011-03-01,-0.49998939037323,2
2011-03-04,0.0,2
2011-03-08,0.0,2
2011-03-09,0.49997538328170776,2
2011-03-10,0.0,2
2011-03-11,0.0,2
2011-03-14,0.0,1
2011-03-15,0.0,1
2011-03-16,0.499916672706604,2
2011-03-17,-0.49197760224342346,2
2011-03-23,-0.9979775547981262,1
2011-03-29,0.0,1
2011-03-30,0.0,1
2011-03-31,0.0,2
2011-04-01,0.0,1
2011-04-04,-0.0009238719940185547,3
2011-04-05,0.0,2
2011-04-06,0.0,1
2011-04-12,0.0,1
2011-04-13,0.0,2
2011-04-14,0.0,2
2011-04-15,0.0,2
2011-04-18,0.0,2
2011-04-19,0.0,1
2011-04-20,0.0,2
2011-04-21,-0.16666442155838013,6
2011-04-25,-0.9999967813491821,1
2011-04-26,0.0,2
2011-04-27,0.0,1
2011-04-28,0.0,1
2011-04-29,0.0,4
2011-05-02,0.0,4
2011-05-03,0.3332798480987549,3
2011-05-05,0.0,1
2011-05-06,0.0,3
2011-05-09,0.0,1
2011-05-10,0.0,3
2011-05-11,0.0,2
2011-05-12,0.0,1
2011-05-13,0.0,4
2011-05-16,0.0,1
2011-05-17,0.0,1
2011-05-18,0.0,2
2011-05-20,0.24999994039535522,4
2011-05-23,-0.396219402551651,4
2011-05-25,0.0,1
2011-05-26,-0.9843331575393677,1
2011-05-27,0.16666577259699503,6
2011-06-01,0.14406631886959076,4
2011-06-02,0.19623889029026031,4
2011-06-03,0.0,3
2011-06-07,-0.17713300387064615,3
2011-06-08,-0.22953695058822632,2
2011-06-09,0.0,1
2011-06-10,0.0,2
2011-06-13,0.0,2
2011-06-14,0.0,1
2011-06-15,0.0,3
2011-06-16,0.0,4
2011-06-20,0.4999943971633911,2
2011-06-21,0.0,2
2011-06-22,0.0,2
2011-06-23,0.0,2
2011-06-24,-0.19621967077255248,5
2011-06-27,0.0,2
2011-06-29,-0.3998380064964294,5
2011-06-30,0.0,4
2011-07-01,-0.24999886751174927,4
2011-07-05,0.0,2
2011-07-07,-0.9963932633399963,1
2011-07-08,0.0,3
2011-07-12,0.0,3
2011-07-13,0.0,1
2011-07-14,0.4867381453514099,2
2011-07-15,0.33300602436065674,3
2011-07-18,0.0,2
2011-07-19,-0.3332986831665039,3
2011-07-20,0.0,3
2011-07-21,0.24900972843170166,4
2011-07-22,0.49971452355384827,2
2011-07-25,0.0,2
2011-07-26,0.0,1
2011-07-27,-0.49962228536605835,2
2011-07-28,-0.6533917784690857,1
2011-07-29,0.2381560355424881,4
2011-08-01,0.49999988079071045,2
2011-08-02,-0.3333293596903483,3
2011-08-03,0.0,1
2011-08-04,-0.33333277702331543,3
2011-08-05,0.0,2
2011-08-08,-0.1806235909461975,6
2011-08-09,-0.24999842047691345,4
2011-08-10,-0.08927440643310547,3
2011-08-11,-0.43330490589141846,4
2011-08-12,0.0,2
2011-08-15,-0.9997655749320984,1
2011-08-16,-0.8200790286064148,1
2011-08-17,0.4575408101081848,2
2011-08-18,-0.33333249886830646,3
2011-08-22,-0.3254711429278056,3
2011-08-23,0.0,4
2011-08-24,0.0,1
2011-08-25,0.0,3
2011-08-26,0.24999910593032837,4
2011-08-29,0.0,1
2011-08-30,-0.2927785317103068,3
2011-08-31,0.47155898809432983,2
2011-09-01,-0.4993426501750946,2
2011-09-02,0.0,2
2011-09-06,0.0,2
2011-09-07,-0.331878125667572,3
2011-09-08,0.0,2
2011-09-09,-0.3941640555858612,2
2011-09-12,0.0,4
2011-09-13,0.33212576309839886,3
2011-09-14,0.24907177686691284,4
2011-09-15,-0.33104143540064496,3
2011-09-16,0.33327080806096393,3
2011-09-19,0.0,3
2011-09-21,0.0,2
2011-09-22,0.19969524145126344,5
2011-09-23,0.24977780878543854,4
2011-09-26,0.0,3
2011-09-27,-0.287634015083313,3
2011-09-28,0.00953531265258789,3
2011-09-29,0.0,3
2011-09-30,-0.18865638971328735,5
2011-10-03,-0.3999051094055176,5
2011-10-04,-0.2498457133769989,4
2011-10-05,0.0,4
2011-10-06,0.0,1
2011-10-07,0.0,2
2011-10-10,0.026919111609458923,4
2011-10-11,-0.29016714096069335,5
2011-10-12,-9.593367576599121e-05,2
2011-10-13,-0.33332077662150067,3
2011-10-14,0.0,5
2011-10-17,0.0,1
2011-10-18,0.0,3
2011-10-19,-0.3333091338475545,3
2011-10-20,0.0,3
2011-10-21,0.3333328564961751,3
2011-10-24,0.0,3
2011-10-25,-0.9990635514259338,1
2011-10-26,0.0,4
2011-10-27,0.0,2
2011-10-28,0.0,3
2011-10-31,0.0,2
2011-11-01,0.0,2
2011-11-02,0.0,2
2011-11-03,0.6337424715360006,3
2011-11-04,0.438786119222641,2
2011-11-07,0.0,2
2011-11-08,0.0,3
2011-11-09,-0.10016396045684814,5
2011-11-10,0.0,1
2011-11-11,0.49371397495269775,2
2011-11-14,0.0,2
2011-11-15,-0.49865299463272095,2
2011-11-17,0.0,4
2011-11-18,-0.1999969244003296,5
2011-11-21,-0.4999222755432129,2
2011-11-22,0.0,2
2011-11-23,-0.027907446026802063,4
2011-11-25,0.0,2
2011-11-28,0.3333197434743245,3
2011-11-29,-0.22563666105270386,4
2011-11-30,0.0,2
2011-12-01,0.0,3
2011-12-02,0.3332759141921997,3
2011-12-05,0.0,3
2011-12-06,-0.6542160709698995,3
2011-12-07,0.0,5
2011-12-08,-0.1429423213005066,5
2011-12-09,0.0,3
2011-12-12,0.0,2
2011-12-13,0.24263630310694376,3
2011-12-14,0.0,3
2011-12-15,0.0,2
2011-12-16,0.0,3
2011-12-19,0.24999955296516418,4
2011-12-20,0.0,4
2011-12-21,0.0,4
2011-12-22,-0.1865612030029297,5
2011-12-23,0.33150909344355267,3
2011-12-27,0.948441207408905,1
2011-12-28,0.0,3
2011-12-30,0.24999764561653137,4
2012-01-03,0.0,4
2012-01-04,0.0,1
2012-01-05,0.0,2
2012-01-06,0.0,2
2012-01-09,0.0,3
2012-01-10,-0.4925881028175354,2
2012-01-11,0.0,2
2012-01-12,-0.3333330949147542,3
2012-01-13,-0.49343040585517883,2
2012-01-17,0.49238136410713196,2
2012-01-18,0.0,3
2012-01-19,-0.19998178482055665,5
2012-01-20,0.9886701107025146,1
2012-01-23,-0.2397545874118805,4
2012-01-24,0.31111852327982586,3
2012-01-25,0.3333331346511841,3
2012-01-26,0.0,2
2012-01-27,0.0,3
2012-01-30,0.49999821186065674,2
2012-01-31,-0.33302078644434613,3
2012-02-01,0.0,2
2012-02-02,0.4867633581161499,2
2012-02-03,-0.023330286145210266,4
2012-02-06,0.0,1
2012-02-07,0.0,2
2012-02-08,0.26858486731847125,3
2012-02-09,0.31430837512016296,2
2012-02-10,0.0,1
2012-02-13,-0.33226372798283893,3
2012-02-14,0.6655606428782145,6
2012-02-15,0.0,5
2012-02-16,0.24920277297496796,4
2012-02-17,0.0,1
2012-02-21,0.0,3
2012-02-22,0.4999998211860657,2
2012-02-23,0.0,1
2012-02-24,-0.6655124028523763,3
2012-02-27,0.0,2
2012-02-28,0.199138081073761,5
2012-02-29,0.0,3
2012-03-01,0.0,3
2012-03-02,0.0,4
2012-03-05,-0.3333201011021932,3
2012-03-06,0.4796183705329895,2
2012-03-07,0.18293938636779786,5
2012-03-08,0.0,1
2012-03-09,-0.24996322393417358,4
2012-03-13,0.33332570393880206,3
2012-03-14,0.03339602549870809,3
2012-03-15,-0.49871399998664856,2
2012-03-16,0.0,3
2012-03-19,0.6566675702730814,3
2012-03-20,0.0,1
2012-03-21,0.0,2
2012-03-22,0.0,1
2012-03-23,0.007846732934316,3
2012-03-26,0.0,2
2012-03-27,0.9999998807907104,1
2012-03-28,-0.19999971389770507,5
2012-03-29,0.0,2
2012-03-30,0.09042179584503174,6
2012-04-02,0.4999969005584717,2
2012-04-03,0.0,2
2012-04-04,0.24950949847698212,4
2012-04-05,0.0,2
2012-04-09,0.9999327063560486,2
2012-04-10,0.7841243743896484,1
2012-04-11,0.47932279109954834,2
2012-04-12,0.24207012355327606,4
2012-04-13,-0.007418942451477051,5
2012-04-16,-0.49997687339782715,2
2012-04-17,0.49999988079071045,2
2012-04-18,0.0,2
2012-04-19,-0.49857066571712494,4
2012-04-20,-0.1246892660856247,4
2012-04-23,-0.3213563561439514,3
2012-04-24,0.1997648596763611,5
2012-04-25,0.0,2
2012-04-27,0.1999289274215698,5
2012-04-30,-0.999832272529602,1
2012-05-01,0.49916520714759827,2
2012-05-02,0.0,4
2012-05-03,-0.33170076211293537,3
2012-05-04,0.0,3
2012-05-07,0.0,3
2012-05-08,-0.49991732835769653,2
2012-05-09,-0.24212974309921265,4
2012-05-10,-0.24958474934101105,4
2012-05-11,0.0,1
2012-05-14,0.05352287292480469,5
2012-05-15,0.3366033169958327,9
2012-05-16,0.0,3
2012-05-18,0.0,1
2012-05-21,-0.24716883897781372,4
2012-05-22,0.0,5
2012-05-23,0.0,2
2012-05-24,0.0,1
2012-05-25,0.33123596509297687,3
2012-05-29,0.0,3
2012-05-31,-0.14285659790039062,7
2012-06-01,-0.00012044111887613933,3
2012-06-04,0.0,3
2012-06-05,-0.3333222071329753,3
2012-06-06,0.49987760186195374,2
2012-06-07,0.0,2
2012-06-08,0.0,3
2012-06-11,0.0,2
2012-06-12,0.0,2
2012-06-13,0.3333328564961751,3
2012-06-14,0.0,2
2012-06-15,0.0,5
2012-06-18,0.0,4
2012-06-19,0.0,2
2012-06-20,-0.33328243096669513,3
2012-06-21,0.0,3
2012-06-22,0.0,4
2012-06-25,0.0,1
2012-06-26,0.16270506381988525,6
2012-06-27,0.0,2
2012-06-28,-0.08854798972606659,4
2012-06-29,0.0,1
2012-07-02,0.22384998202323914,4
2012-07-03,-0.16476825873057047,6
2012-07-05,0.0,4
2012-07-06,0.0,3
2012-07-09,0.0,2
2012-07-10,0.0,2
2012-07-12,0.0,1
2012-07-13,0.49983297288417816,4
2012-07-16,0.0,1
2012-07-17,0.12499995529651642,8
2012-07-18,0.0,1
2012-07-19,0.24961572885513306,4
2012-07-20,-0.33332423369089764,3
2012-07-23,0.0,1
2012-07-24,0.15482333728245326,7
2012-07-25,-0.004316389560699463,3
2012-07-27,0.0,3
2012-07-31,0.0,1
2012-08-01,0.0,3
2012-08-02,0.0015175342559814453,8
2012-08-03,-0.264452850818634,5
2012-08-06,-0.1943723956743876,3
2012-08-07,0.0,3
2012-08-08,0.0,3
2012-08-09,-0.4988566040992737,2
2012-08-10,0.0,2
2012-08-13,0.0,1
2012-08-14,0.00018374919891357423,5
2012-08-15,0.0,3
2012-08-16,0.0,4
2012-08-17,0.0,1
2012-08-20,0.2499919831752777,4
2012-08-21,0.33333321412404376,3
2012-08-22,0.2616807421048482,3
2012-08-23,0.0,2
2012-08-24,0.49934449791908264,2
2012-08-27,-0.24329262971878052,7
2012-08-28,0.0,2
2012-08-29,0.0,1
2012-08-30,0.0,1
2012-08-31,-0.5679787993431091,3
2012-09-04,0.39799119234085084,5
2012-09-05,0.0,1
2012-09-07,0.0,3
2012-09-10,-0.3332895040512085,3
2012-09-11,0.0,3
2012-09-12,0.0,4
2012-09-13,0.0,3
2012-09-14,-0.24997323751449585,4
2012-09-17,0.0,1
2012-09-18,-0.6529419223467509,3
2012-09-19,0.0,2
2012-09-20,0.0,3
2012-09-21,0.0,4
2012-09-24,0.3333333333333333,3
2012-09-25,0.22540639340877533,4
2012-09-26,0.16797272364298502,3
2012-09-27,0.0,4
2012-09-28,-0.12010220118931361,7
2012-10-01,0.0,3
2012-10-02,-0.4952218234539032,2
2012-10-03,0.0,2
2012-10-04,0.0,4
2012-10-05,-0.3333187898000081,3
2012-10-08,0.0,1
2012-10-09,-0.18463762317384994,7
2012-10-10,-0.22193304697672525,3
2012-10-11,-0.5870412786801656,3
2012-10-12,0.0,2
2012-10-15,0.0,3
2012-10-16,0.0,1
2012-10-17,0.1619014541308085,6
2012-10-18,0.0,3
2012-10-19,0.0,2
2012-10-22,0.0,5
2012-10-23,-0.2688767910003662,3
2012-10-24,-0.14291383028030397,5
2012-10-25,0.4845027029514313,2
2012-10-26,0.8035899996757507,1
2012-10-31,0.0,1
2012-11-01,0.333332896232605,3
2012-11-02,-0.40102618932724,2
2012-11-05,0.3301175634066264,3
2012-11-06,0.0,1
2012-11-07,-0.3259410659472148,6
2012-11-08,0.49984583258628845,4
2012-11-09,0.4999735951423645,2
2012-11-12,-0.1997580647468567,5
2012-11-13,0.0,2
2012-11-14,0.39438074827194214,4
2012-11-15,0.0,1
2012-11-16,-0.30390501022338867,3
2012-11-19,0.0,2
2012-11-20,0.0,3
2012-11-21,-0.19969348112742105,3
2012-11-23,0.0,3
2012-11-26,0.0,1
2012-11-27,-0.15134620666503906,5
2012-11-28,0.0,1
2012-11-29,0.3589872196316719,4
2012-11-30,0.09816632270812989,5
2012-12-03,0.0,2
2012-12-04,-4.363059997558594e-06,5
2012-12-05,-0.3161155343055725,5
2012-12-06,0.0,5
2012-12-07,-0.45599812269210815,4
2012-12-10,0.9830695390701294,1
2012-12-11,-0.1999655246734619,5
2012-12-12,0.22689583897590637,4
2012-12-13,0.0,1
2012-12-14,0.0,2
2012-12-17,0.0,1
2012-12-18,0.16567851106325784,6
2012-12-19,0.0,2
2012-12-20,0.0,4
2012-12-21,0.0,4
2012-12-24,-0.771063506603241,1
2012-12-26,0.0,1
2012-12-27,0.6666398048400879,3
2012-12-28,-0.23152569929758707,3
2013-01-02,0.4709131717681885,4
2013-01-03,0.0,2
2013-01-04,0.0,1
2013-01-07,0.0,2
2013-01-08,0.24457615613937378,3
2013-01-09,0.0,3
2013-01-10,-0.331570823987325,3
2013-01-11,0.0,2
2013-01-14,0.0,1
2013-01-15,-0.24943500757217407,4
2013-01-16,-0.24038271605968475,4
2013-01-17,-0.19934345483779908,5
2013-01-18,0.0,2
2013-01-22,0.25,4
2013-01-23,-0.23084674775600433,4
2013-01-24,0.5195820927619934,1
2013-01-25,0.0,6
2013-01-28,0.0,2
2013-01-29,-0.21892230212688446,4
2013-01-30,0.0,1
2013-01-31,0.3317830761273702,3
2013-02-01,0.49643954634666443,4
2013-02-04,0.3333245515823364,3
2013-02-05,-0.4999992251396179,2
2013-02-06,0.0,2
2013-02-07,-0.32030305862426756,5
2013-02-08,0.0,3
